user_id,date,sessions,screen_time_min,country
831,2024-03-03,1,80.85,USA
412,2024-01-09,3,87.34,Poland
572,2024-02-29,4,80.2,USA
335,2024-02-18,1,92.48,Germany
222,2024-02-20,2,25.49,Germany
37,2024-02-29,3,72.52,France
989,2024-03-10,5,113.23,France
278,2024-02-06,1,75.24,Poland
196,2024-01-31,3,75.3,Germany
916,2024-02-10,2,89.69,Poland
864,2024-03-02,2,43.32,Germany
484,2024-02-27,1,85.55,USA
242,2024-01-14,1,110.37,France
324,2024-02-05,1,6.25,Poland
731,2024-02-05,4,105.06,UK
192,2024-03-19,5,30.14,Germany
17,2024-01-08,3,57.43,USA
524,2024-01-26,2,103.02,UK
918,2024-02-05,2,99.75,USA
401,2024-02-17,5,107.57,USA
906,2024-03-25,1,113.15,Germany
886,2024-01-28,1,56.42,USA
705,2024-03-08,2,80.48,Poland
22,2024-03-02,5,49.91,UK
474,2024-03-20,2,45.33,USA
120,2024-03-26,1,54.63,USA
210,2024-03-16,3,90.45,France
306,2024-03-20,1,62.67,France
270,2024-02-20,3,98.62,Poland
704,2024-02-11,4,90.7,France
687,2024-01-29,5,7.36,USA
285,2024-03-22,4,77.48,USA
716,2024-01-10,1,55.21,UK
676,2024-02-08,5,57.51,France
763,2024-03-22,1,99.11,Germany
227,2024-01-01,5,67.97,France
948,2024-02-08,5,106.85,USA
381,2024-01-21,1,86.97,UK
460,2024-03-05,1,68.58,France
7,2024-01-15,5,91.77,UK
29,2024-01-04,5,9.41,France
907,2024-02-29,1,8.11,Poland
33,2024-03-01,1,14.59,USA
646,2024-01-20,2,55.32,USA
879,2024-01-10,2,32.08,Germany
79,2024-03-27,2,118.19,USA
928,2024-02-03,4,67.36,Germany
947,2024-02-17,5,81.18,USA
459,2024-02-02,3,37.06,France
570,2024-03-01,4,42.01,France
983,2024-01-10,5,43.58,Poland
538,2024-02-23,3,85.35,France
482,2024-03-24,2,59.48,UK
430,2024-03-05,3,64.53,France
738,2024-03-17,1,73.08,Germany
285,2024-01-01,1,93.41,Poland
516,2024-01-05,5,15.39,UK
977,2024-03-20,4,94.34,UK
99,2024-01-15,2,69.77,USA
397,2024-01-28,5,81.95,Germany
489,2024-01-23,2,42.67,France
39,2024-01-17,1,52.08,France
271,2024-01-13,4,31.58,USA
887,2024-01-14,4,117.62,France
797,2024-01-11,1,62.16,UK
157,2024-01-28,3,119.55,France
75,2024-02-11,4,61.33,France
884,2024-03-01,3,30.27,UK
800,2024-03-04,2,63.36,Germany
130,2024-01-31,4,9.55,Germany
687,2024-03-21,1,109.05,UK
974,2024-03-13,3,99.13,UK
84,2024-01-10,2,88.47,Poland
22,2024-01-08,2,75.13,Poland
459,2024-01-21,4,71.68,France
539,2024-03-17,4,119.62,France
707,2024-02-28,5,36.97,Poland
849,2024-02-19,5,94.66,France
382,2024-03-09,4,71.86,Germany
748,2024-03-10,5,117.23,Germany
440,2024-01-30,1,100.2,USA
604,2024-01-17,1,119.83,Poland
989,2024-03-15,5,72.66,Germany
21,2024-01-20,4,28.52,USA
303,2024-02-17,1,62.92,UK
976,2024-03-13,2,86.78,Germany
869,2024-01-02,4,94.05,USA
955,2024-02-06,3,5.06,France
84,2024-01-01,3,63.08,USA
774,2024-01-04,4,32.05,Germany
659,2024-02-23,5,105.61,France
953,2024-01-25,1,22.58,France
453,2024-01-03,1,81.64,USA
387,2024-01-09,4,35.6,USA
507,2024-03-26,2,46.0,Germany
257,2024-03-27,5,113.16,France
570,2024-03-16,2,32.65,Poland
892,2024-03-14,4,15.93,USA
934,2024-02-03,4,12.97,Poland
527,2024-02-12,2,63.03,Poland
162,2024-03-14,3,78.8,France
957,2024-01-22,4,42.64,Germany
163,2024-03-10,5,84.38,Poland
832,2024-01-02,2,12.02,Germany
793,2024-03-06,3,103.59,USA
792,2024-02-01,2,98.91,France
524,2024-01-16,3,118.33,UK
786,2024-03-16,3,112.7,France
271,2024-01-01,5,45.96,UK
492,2024-03-12,4,50.92,USA
208,2024-02-17,3,90.79,Germany
539,2024-02-19,4,20.42,USA
584,2024-01-13,5,41.11,France
60,2024-01-15,4,18.63,UK
430,2024-02-22,1,57.31,UK
985,2024-02-13,3,68.48,France
657,2024-01-08,5,29.28,France
605,2024-03-14,2,8.06,USA
309,2024-02-15,5,87.73,Poland
520,2024-03-09,3,7.3,UK
591,2024-01-19,5,116.94,France
27,2024-02-07,2,30.48,USA
686,2024-01-11,1,81.35,Poland
562,2024-02-12,3,55.0,Germany
199,2024-01-20,3,11.86,France
387,2024-01-20,5,59.3,Poland
349,2024-01-21,4,64.43,Germany
960,2024-03-22,4,103.29,Germany
940,2024-02-26,2,89.22,USA
693,2024-02-19,1,14.12,UK
536,2024-03-14,1,29.05,France
828,2024-01-26,5,40.87,Poland
378,2024-01-30,5,18.39,Germany
899,2024-03-13,4,57.54,UK
916,2024-01-31,1,118.2,Germany
558,2024-02-11,1,64.18,France
527,2024-03-08,1,90.32,France
153,2024-03-01,2,83.54,USA
734,2024-03-01,2,102.74,France
206,2024-03-10,5,29.81,France
455,2024-03-18,4,91.69,France
273,2024-03-08,3,106.36,UK
894,2024-03-30,4,24.72,Poland
236,2024-01-17,2,44.88,Poland
852,2024-01-19,2,116.56,France
740,2024-02-20,5,94.79,Poland
521,2024-03-10,3,37.5,France
678,2024-03-03,1,69.85,Poland
944,2024-03-15,3,51.5,Poland
956,2024-03-20,3,61.35,Germany
831,2024-01-30,3,45.84,UK
726,2024-01-25,5,37.12,Germany
501,2024-03-15,2,82.6,Germany
117,2024-03-11,1,94.53,Poland
386,2024-01-26,3,105.51,USA
344,2024-02-25,1,22.86,USA
584,2024-01-22,3,99.63,UK
395,2024-03-29,2,34.3,France
64,2024-01-19,1,54.14,Poland
717,2024-01-31,4,108.67,UK
721,2024-01-26,2,57.27,Germany
72,2024-02-11,1,27.66,Poland
789,2024-02-10,3,23.38,Germany
274,2024-01-23,3,59.39,UK
990,2024-02-16,2,92.71,USA
320,2024-01-13,2,119.68,UK
338,2024-03-29,3,95.55,Poland
366,2024-03-06,1,105.86,Poland
495,2024-03-06,4,91.0,France
607,2024-01-16,5,107.98,USA
166,2024-03-13,2,13.77,Poland
544,2024-01-28,3,111.94,USA
11,2024-03-17,1,50.59,Poland
301,2024-02-04,2,110.99,USA
729,2024-02-10,1,13.71,UK
801,2024-03-17,2,87.25,USA
102,2024-01-31,3,89.6,Germany
425,2024-03-25,1,119.64,UK
392,2024-02-01,3,93.42,Poland
779,2024-02-23,1,49.0,Poland
214,2024-03-12,2,69.08,France
691,2024-02-28,5,47.15,Germany
88,2024-02-10,5,27.54,France
553,2024-03-06,4,33.58,UK
401,2024-02-23,4,30.53,France
588,2024-02-09,3,68.11,UK
889,2024-01-28,1,109.21,France
46,2024-02-06,4,109.96,USA
672,2024-03-05,2,11.3,UK
463,2024-03-14,5,14.19,UK
592,2024-02-24,1,33.19,USA
310,2024-01-04,5,34.33,USA
86,2024-01-10,1,15.91,Germany
92,2024-02-16,4,49.67,USA
660,2024-03-15,4,72.59,France
673,2024-01-14,3,71.49,USA
714,2024-02-07,1,67.49,USA
936,2024-01-12,2,43.95,UK
928,2024-02-14,4,86.24,UK
242,2024-01-17,3,100.05,USA
865,2024-03-20,4,44.82,Germany
2,2024-02-04,5,14.84,UK
225,2024-03-06,4,39.08,France
801,2024-03-15,1,20.8,France
745,2024-02-10,3,58.75,USA
973,2024-03-07,1,22.93,USA
926,2024-01-29,2,58.23,Germany
929,2024-01-18,2,30.42,USA
589,2024-01-20,4,89.95,Poland
116,2024-01-14,3,8.17,Poland
666,2024-02-03,3,68.8,USA
918,2024-02-18,3,24.49,Poland
103,2024-02-23,3,5.11,France
194,2024-01-31,4,104.96,USA
166,2024-02-27,1,82.23,France
871,2024-02-11,4,16.38,France
90,2024-02-27,1,81.37,Poland
686,2024-03-22,5,75.34,Germany
122,2024-01-30,5,59.44,France
143,2024-01-25,1,53.21,Poland
994,2024-03-03,4,107.01,Germany
106,2024-01-19,2,33.19,Poland
887,2024-03-12,4,50.81,Poland
428,2024-01-08,2,42.85,USA
305,2024-01-03,4,93.69,UK
872,2024-03-07,3,110.39,Germany
971,2024-03-26,3,102.72,Poland
317,2024-03-21,5,96.74,France
963,2024-01-17,5,118.48,France
635,2024-01-14,1,85.17,UK
902,2024-01-09,2,91.37,Germany
9,2024-03-02,3,118.02,USA
774,2024-01-21,4,5.8,Germany
73,2024-03-16,1,77.92,France
359,2024-02-06,4,89.98,France
223,2024-01-11,3,110.55,USA
416,2024-01-20,3,106.64,USA
553,2024-02-04,3,101.83,France
370,2024-02-22,3,113.77,Poland
716,2024-02-16,4,66.8,Poland
264,2024-03-15,1,5.8,USA
840,2024-02-21,3,6.27,Poland
690,2024-01-08,5,67.63,USA
860,2024-01-04,1,55.06,Germany
318,2024-01-27,5,56.89,Germany
84,2024-02-13,4,51.05,Germany
318,2024-02-09,3,110.54,USA
111,2024-02-16,1,46.3,USA
251,2024-02-13,3,103.47,Poland
383,2024-02-17,3,108.83,Poland
7,2024-03-25,1,62.44,Poland
459,2024-02-21,3,56.4,UK
84,2024-03-24,3,92.52,USA
208,2024-03-08,2,86.42,Germany
900,2024-01-11,2,42.78,Germany
390,2024-03-17,1,16.79,UK
314,2024-03-13,1,35.46,UK
22,2024-01-04,3,20.07,Germany
410,2024-03-16,5,38.89,USA
895,2024-03-13,1,35.11,Germany
515,2024-03-17,3,78.34,Germany
127,2024-02-17,5,114.77,UK
809,2024-01-26,2,83.86,UK
700,2024-03-17,1,111.56,Poland
874,2024-02-08,3,95.18,UK
14,2024-02-27,2,88.71,Germany
971,2024-01-19,4,52.62,Poland
978,2024-03-28,2,42.35,Germany
12,2024-03-23,3,102.32,USA
87,2024-03-17,5,109.12,USA
524,2024-03-17,4,56.97,UK
909,2024-02-27,4,6.04,Poland
537,2024-01-28,4,96.14,France
301,2024-03-06,1,37.78,USA
243,2024-01-10,3,6.14,USA
122,2024-03-26,4,97.57,USA
147,2024-03-17,2,64.5,USA
567,2024-02-27,5,83.8,UK
750,2024-03-13,3,110.19,Poland
356,2024-01-14,2,67.23,USA
685,2024-03-24,1,62.87,UK
904,2024-01-15,4,38.43,Poland
733,2024-02-02,2,40.1,Poland
631,2024-01-17,3,96.6,France
309,2024-01-24,2,56.64,Germany
695,2024-01-30,1,23.81,USA
288,2024-03-02,5,15.87,UK
307,2024-01-13,4,59.39,Poland
812,2024-03-02,3,58.47,France
594,2024-02-16,4,80.15,Germany
966,2024-01-16,4,59.17,Poland
914,2024-03-06,4,21.5,Poland
723,2024-03-21,2,63.4,USA
662,2024-02-12,2,109.28,Germany
549,2024-01-08,5,23.34,Germany
352,2024-01-03,1,84.32,UK
312,2024-01-12,3,73.29,France
873,2024-03-24,2,91.09,UK
59,2024-01-16,4,22.32,France
643,2024-03-18,1,113.28,UK
924,2024-03-20,3,76.41,France
714,2024-02-28,3,102.41,USA
755,2024-02-18,3,33.36,France
35,2024-03-03,3,90.03,UK
445,2024-03-02,5,94.82,Germany
93,2024-02-18,3,50.71,Poland
950,2024-02-20,1,49.15,France
959,2024-02-02,2,80.65,France
207,2024-01-30,1,15.74,Germany
353,2024-02-28,4,89.6,USA
903,2024-03-16,5,9.93,UK
332,2024-01-15,5,26.92,USA
817,2024-03-22,4,81.38,France
862,2024-01-23,1,16.31,France
725,2024-03-18,1,116.76,USA
159,2024-02-14,4,104.87,UK
954,2024-03-02,3,77.02,France
957,2024-03-19,3,99.19,France
24,2024-03-11,2,107.07,USA
404,2024-01-15,1,34.84,Poland
805,2024-02-15,1,102.68,Germany
516,2024-03-04,4,27.4,France
732,2024-02-15,4,52.53,UK
364,2024-02-25,3,69.2,Poland
382,2024-02-13,1,87.1,USA
532,2024-03-15,1,8.47,USA
956,2024-01-29,5,38.41,UK
152,2024-03-02,2,74.98,Poland
562,2024-03-29,2,46.1,UK
689,2024-02-21,3,94.13,France
947,2024-02-23,1,79.94,Poland
608,2024-03-28,5,31.96,Germany
617,2024-02-26,1,21.78,Germany
420,2024-03-23,4,77.34,UK
250,2024-03-06,3,56.8,Germany
117,2024-01-22,2,24.43,UK
866,2024-01-20,1,42.53,France
512,2024-02-02,3,39.85,France
740,2024-03-12,2,17.44,UK
578,2024-01-25,1,67.89,France
335,2024-02-15,5,92.82,Germany
418,2024-03-13,3,71.18,France
932,2024-02-26,1,100.02,Germany
774,2024-03-27,2,19.67,Germany
295,2024-01-05,2,55.1,USA
938,2024-02-24,5,75.08,France
755,2024-03-01,3,82.74,France
371,2024-03-29,3,85.02,UK
186,2024-01-08,1,88.83,UK
246,2024-01-16,2,79.91,Poland
637,2024-02-17,2,15.84,Germany
268,2024-03-01,5,84.96,USA
643,2024-01-15,5,88.35,Germany
237,2024-03-05,3,119.25,France
530,2024-01-22,2,84.74,Poland
552,2024-01-03,1,83.99,Germany
21,2024-02-23,4,64.2,Poland
911,2024-01-14,1,104.81,Germany
737,2024-02-05,5,119.64,France
867,2024-03-22,1,94.59,France
794,2024-03-22,2,75.44,Germany
520,2024-03-07,3,14.08,USA
100,2024-01-10,4,88.58,France
752,2024-02-18,3,86.48,UK
478,2024-03-05,4,94.19,USA
599,2024-02-26,4,19.32,Germany
298,2024-01-27,2,80.18,USA
940,2024-03-15,2,39.01,UK
526,2024-01-05,5,92.43,France
334,2024-03-11,5,32.64,France
2,2024-03-23,4,83.66,France
375,2024-02-26,5,38.92,UK
293,2024-01-15,2,6.03,USA
837,2024-03-16,5,77.84,Germany
934,2024-01-30,4,18.03,Germany
553,2024-01-20,3,80.82,USA
318,2024-02-06,1,111.45,France
502,2024-01-03,5,116.46,Germany
828,2024-03-13,2,32.13,France
381,2024-02-10,3,98.06,Poland
623,2024-02-08,2,45.66,Poland
14,2024-01-26,5,108.55,Germany
504,2024-01-02,4,95.56,USA
231,2024-01-23,1,13.5,USA
985,2024-01-23,1,51.82,USA
84,2024-03-25,3,43.79,France
130,2024-01-16,1,95.3,Poland
743,2024-01-09,4,52.18,France
838,2024-01-13,2,83.73,UK
145,2024-01-28,4,74.28,UK
891,2024-01-27,3,117.2,Germany
857,2024-02-20,3,112.85,UK
28,2024-03-04,1,54.19,USA
66,2024-02-21,4,88.21,Germany
163,2024-03-21,2,100.39,Poland
229,2024-02-07,4,108.37,Poland
261,2024-03-05,2,12.84,UK
449,2024-01-18,2,39.74,UK
424,2024-03-03,4,41.83,Poland
460,2024-02-20,5,54.96,UK
952,2024-01-09,4,24.47,UK
676,2024-01-13,2,62.06,France
301,2024-02-09,3,81.27,Poland
919,2024-02-24,3,62.2,Poland
303,2024-03-19,1,81.57,UK
287,2024-02-12,3,12.64,USA
395,2024-02-13,5,105.74,France
10,2024-03-08,2,112.99,USA
707,2024-02-02,4,76.06,UK
630,2024-01-24,4,106.36,Poland
270,2024-02-05,5,20.12,USA
592,2024-01-10,3,96.71,Germany
970,2024-01-20,2,18.7,USA
605,2024-03-15,3,51.92,Poland
778,2024-01-12,1,42.24,UK
844,2024-03-02,3,72.34,USA
862,2024-01-18,1,39.67,UK
361,2024-03-03,4,78.29,France
257,2024-03-24,2,47.25,Germany
133,2024-01-25,1,103.99,Poland
276,2024-01-12,3,77.9,Poland
776,2024-01-21,3,29.76,UK
683,2024-01-25,4,43.65,Germany
972,2024-01-11,5,102.45,Poland
513,2024-03-04,5,49.45,USA
313,2024-03-13,3,66.62,Poland
576,2024-02-19,5,79.63,USA
886,2024-03-02,2,45.0,Poland
980,2024-03-29,5,38.81,USA
284,2024-02-18,2,59.65,France
121,2024-01-14,3,29.71,UK
107,2024-01-01,3,37.68,France
933,2024-03-21,3,12.14,USA
687,2024-01-25,4,39.96,UK
997,2024-02-28,5,41.88,Germany
204,2024-03-12,1,115.61,USA
165,2024-03-09,1,72.82,Poland
305,2024-01-05,3,95.55,Poland
497,2024-01-19,5,10.22,Germany
632,2024-01-23,2,17.25,France
556,2024-01-09,1,98.67,USA
824,2024-02-19,3,76.71,Poland
156,2024-01-16,1,26.96,UK
367,2024-02-02,1,51.55,Germany
719,2024-01-02,1,66.95,France
902,2024-01-14,3,102.02,France
620,2024-01-01,3,11.95,UK
251,2024-03-30,4,73.62,UK
957,2024-02-27,4,87.46,Germany
916,2024-03-29,4,117.46,UK
882,2024-01-16,1,97.82,Poland
334,2024-03-19,5,36.77,France
642,2024-03-30,3,86.6,UK
969,2024-02-16,4,92.78,USA
511,2024-02-13,5,88.92,UK
293,2024-03-20,4,99.32,France
20,2024-01-14,4,108.93,Poland
282,2024-01-24,5,16.32,UK
797,2024-02-24,4,17.05,Poland
1,2024-01-15,1,96.59,USA
119,2024-03-23,1,34.02,France
35,2024-03-12,1,11.73,Germany
198,2024-02-03,2,51.14,France
485,2024-01-02,4,99.29,Germany
757,2024-01-27,2,19.55,Germany
59,2024-03-14,3,82.26,France
837,2024-03-27,5,5.42,Germany
161,2024-03-12,3,17.62,Poland
691,2024-01-23,2,45.35,USA
206,2024-03-08,1,14.61,UK
12,2024-01-14,4,102.28,Germany
490,2024-03-03,4,104.37,Germany
276,2024-03-05,1,91.89,France
693,2024-03-08,4,32.89,Poland
242,2024-03-03,5,65.17,UK
216,2024-03-30,5,26.18,Germany
251,2024-03-21,5,37.35,Poland
811,2024-03-27,3,64.34,UK
126,2024-03-04,1,89.53,France
994,2024-02-01,5,15.89,Germany
217,2024-03-19,2,39.12,France
306,2024-01-13,5,111.56,France
797,2024-03-06,3,54.35,Germany
185,2024-01-19,2,112.97,Poland
39,2024-01-24,1,119.01,Poland
223,2024-03-28,1,65.57,France
184,2024-01-11,5,38.13,France
495,2024-02-28,2,95.94,USA
427,2024-03-26,2,23.32,UK
178,2024-01-15,5,33.99,France
919,2024-01-10,5,95.26,France
428,2024-02-10,4,54.87,UK
294,2024-01-27,4,28.18,Germany
852,2024-02-29,5,79.88,Poland
151,2024-03-13,3,89.27,Germany
384,2024-02-21,4,19.38,UK
638,2024-01-28,5,36.85,UK
813,2024-03-05,2,30.45,USA
308,2024-01-17,4,48.68,USA
336,2024-02-13,3,92.8,Poland
946,2024-01-10,1,87.08,France
746,2024-03-03,2,81.19,UK
892,2024-03-22,3,5.72,USA
375,2024-02-16,3,21.35,Germany
8,2024-02-07,3,30.68,USA
341,2024-03-10,2,36.27,Germany
129,2024-03-16,3,21.84,USA
776,2024-02-22,1,52.19,Germany
669,2024-03-18,4,13.65,USA
352,2024-02-13,2,91.25,USA
358,2024-03-14,3,95.59,Poland
517,2024-02-23,5,71.04,France
495,2024-01-20,4,15.32,UK
86,2024-03-19,2,107.36,France
175,2024-01-31,5,116.05,Poland
802,2024-01-07,5,28.27,Germany
193,2024-02-27,3,86.03,France
311,2024-01-10,2,101.82,UK
119,2024-01-10,3,67.08,UK
218,2024-02-08,1,42.18,Germany
427,2024-01-28,5,60.03,UK
970,2024-01-30,1,63.91,Poland
414,2024-02-06,3,51.07,France
114,2024-03-07,4,111.93,UK
978,2024-02-12,5,90.55,France
145,2024-03-19,4,32.75,USA
538,2024-03-25,2,72.34,France
648,2024-02-21,5,84.2,Germany
303,2024-02-25,1,21.12,Poland
744,2024-03-16,4,46.22,UK
881,2024-03-08,2,109.14,Poland
588,2024-01-09,5,70.22,France
987,2024-01-23,2,29.95,UK
840,2024-03-03,1,19.12,Poland
345,2024-03-01,5,64.6,Germany
814,2024-02-09,2,67.98,USA
964,2024-02-13,3,43.46,USA
801,2024-03-26,5,77.5,Germany
1,2024-01-24,5,12.9,USA
147,2024-02-20,5,21.69,Germany
287,2024-02-27,5,67.82,France
976,2024-03-30,3,12.11,Germany
654,2024-02-02,1,106.3,USA
53,2024-01-16,3,21.35,France
304,2024-01-22,3,82.5,Germany
69,2024-02-26,2,49.99,Germany
361,2024-03-02,4,50.98,France
602,2024-03-22,4,92.96,UK
958,2024-03-11,2,62.44,USA
220,2024-03-30,3,88.45,UK
962,2024-03-12,2,63.1,France
704,2024-03-10,5,73.18,France
966,2024-01-30,2,92.48,Poland
575,2024-01-23,2,74.84,Poland
585,2024-02-01,5,75.8,France
161,2024-03-26,4,95.76,Poland
681,2024-02-26,5,114.14,Germany
89,2024-01-09,1,48.32,UK
688,2024-01-31,2,71.37,France
781,2024-03-11,2,14.92,Germany
585,2024-01-09,4,46.26,USA
757,2024-01-13,3,52.39,USA
589,2024-02-27,5,101.05,Poland
159,2024-01-03,3,64.04,Poland
489,2024-02-04,1,89.07,Germany
971,2024-01-21,5,7.19,USA
324,2024-03-04,1,58.42,France
610,2024-02-21,1,108.65,UK
381,2024-02-03,1,30.8,Poland
102,2024-02-04,5,8.63,Germany
494,2024-01-15,5,54.84,Poland
644,2024-01-06,4,86.01,Germany
614,2024-03-25,2,57.26,USA
19,2024-02-01,3,57.9,Poland
454,2024-02-21,3,82.03,Germany
482,2024-03-23,1,34.25,Germany
594,2024-01-28,5,91.47,Poland
397,2024-03-25,5,22.61,UK
279,2024-03-04,1,50.51,France
851,2024-03-19,2,80.44,USA
365,2024-03-18,3,100.26,Poland
331,2024-01-19,4,96.03,Poland
641,2024-01-15,2,87.99,UK
344,2024-01-06,5,46.3,USA
822,2024-03-13,1,19.06,Poland
455,2024-03-24,3,29.94,UK
601,2024-02-07,1,104.46,France
725,2024-01-26,5,103.59,Germany
655,2024-03-22,1,114.43,France
65,2024-02-20,3,13.74,France
76,2024-03-13,1,66.73,France
711,2024-02-22,3,79.6,France
143,2024-02-25,1,86.73,Germany
917,2024-02-28,1,79.04,USA
915,2024-03-10,3,93.55,USA
828,2024-03-18,1,46.34,UK
605,2024-02-27,2,25.63,UK
473,2024-03-28,4,28.53,Poland
417,2024-01-13,2,6.38,France
305,2024-02-12,4,45.29,France
736,2024-03-16,2,15.55,Germany
497,2024-02-20,4,41.97,France
291,2024-01-19,1,77.24,Germany
940,2024-01-21,3,107.86,Poland
102,2024-03-23,3,101.55,UK
986,2024-01-24,5,34.06,UK
267,2024-01-26,4,20.42,Poland
867,2024-02-14,5,27.2,Poland
968,2024-01-28,5,116.66,France
622,2024-03-22,4,68.19,UK
974,2024-01-29,3,25.99,USA
842,2024-01-17,4,101.69,Poland
962,2024-03-08,1,50.45,UK
942,2024-02-13,5,108.41,UK
777,2024-03-01,5,34.98,Germany
3,2024-03-08,4,50.22,UK
85,2024-03-14,5,63.07,Poland
794,2024-01-25,3,107.65,France
328,2024-03-07,5,104.91,UK
816,2024-01-02,4,71.05,USA
450,2024-03-29,3,30.5,Poland
454,2024-02-18,3,51.39,France
924,2024-03-10,5,117.2,France
629,2024-01-26,4,74.89,Poland
221,2024-03-12,5,94.83,France
154,2024-01-27,1,56.73,USA
665,2024-03-29,1,66.18,UK
12,2024-01-18,3,54.33,Poland
133,2024-02-23,5,85.84,UK
994,2024-01-01,1,102.92,UK
304,2024-03-01,2,63.35,France
293,2024-01-03,1,60.3,Poland
975,2024-03-08,5,44.13,UK
300,2024-02-10,5,25.37,Germany
740,2024-02-06,1,113.01,USA
783,2024-02-20,5,41.35,France
43,2024-01-15,5,97.08,Poland
944,2024-01-08,2,87.26,Poland
343,2024-02-07,3,95.96,France
326,2024-03-23,5,112.73,UK
814,2024-02-25,4,76.69,France
498,2024-02-16,3,108.26,Poland
364,2024-03-30,3,24.29,Germany
891,2024-01-10,4,77.07,UK
427,2024-03-18,1,93.81,France
21,2024-02-18,2,36.24,Poland
407,2024-02-10,5,90.19,Poland
619,2024-03-23,1,94.52,Poland
336,2024-01-30,4,100.59,Germany
815,2024-01-05,2,40.98,UK
117,2024-03-11,2,83.38,France
124,2024-03-23,2,39.99,UK
399,2024-01-31,4,89.99,Poland
793,2024-02-21,1,58.24,Germany
804,2024-03-28,5,73.72,Germany
715,2024-01-23,2,52.82,Poland
51,2024-02-17,2,23.63,UK
783,2024-02-09,1,25.47,UK
324,2024-01-06,2,13.92,Germany
789,2024-02-07,2,76.08,USA
141,2024-02-10,4,102.59,Germany
470,2024-01-27,3,7.4,Germany
787,2024-03-15,1,12.62,France
802,2024-03-09,1,57.61,Germany
334,2024-02-26,1,89.84,USA
893,2024-01-17,4,23.14,Germany
964,2024-03-11,4,36.24,UK
373,2024-02-16,5,31.68,France
564,2024-03-19,4,50.89,France
494,2024-01-13,1,30.87,Germany
539,2024-01-11,5,45.55,France
669,2024-03-30,3,88.78,France
751,2024-03-26,2,75.27,Germany
156,2024-01-24,2,14.34,USA
291,2024-03-13,5,78.34,Germany
648,2024-01-04,3,59.86,UK
144,2024-02-15,2,112.48,Poland
106,2024-01-18,5,38.27,USA
420,2024-02-12,4,88.51,Germany
670,2024-03-20,1,89.05,USA
658,2024-02-02,3,30.47,Poland
2,2024-01-10,2,108.87,France
945,2024-03-13,1,61.49,France
589,2024-02-28,5,83.07,Poland
644,2024-01-31,2,21.77,France
90,2024-01-28,1,34.65,USA
345,2024-02-29,4,72.4,France
350,2024-01-03,3,41.69,Poland
459,2024-02-24,5,62.46,Poland
263,2024-01-14,2,48.01,Poland
351,2024-02-27,4,78.66,UK
108,2024-03-29,3,61.02,USA
586,2024-01-15,3,5.53,Poland
39,2024-01-02,4,79.71,USA
909,2024-01-24,2,53.54,UK
159,2024-03-18,3,44.3,USA
583,2024-03-04,5,15.83,Germany
959,2024-03-11,1,30.34,UK
312,2024-01-24,5,30.73,UK
241,2024-01-27,3,112.57,France
938,2024-02-06,1,54.74,Poland
445,2024-02-08,4,9.84,UK
298,2024-03-03,1,20.96,USA
952,2024-03-19,1,14.09,Germany
36,2024-01-26,1,72.72,USA
84,2024-03-05,3,26.46,USA
452,2024-01-04,2,62.33,Germany
886,2024-01-29,3,47.56,France
775,2024-01-01,2,97.45,Poland
822,2024-02-19,4,41.86,UK
385,2024-03-26,4,57.7,Poland
172,2024-01-11,4,87.95,France
376,2024-03-14,4,54.84,Germany
685,2024-02-28,4,96.22,Poland
362,2024-03-02,5,81.09,USA
559,2024-03-21,3,52.21,UK
891,2024-02-05,2,62.96,UK
141,2024-02-25,4,116.23,France
887,2024-03-30,5,81.09,France
918,2024-01-21,5,109.07,Germany
118,2024-01-13,5,25.56,France
277,2024-01-09,3,60.57,Poland
726,2024-01-11,4,109.5,UK
220,2024-03-15,5,42.1,Germany
905,2024-03-10,5,116.28,France
26,2024-01-01,4,16.16,USA
521,2024-03-10,3,108.81,UK
783,2024-03-17,5,56.2,Germany
10,2024-03-26,2,13.48,UK
984,2024-02-25,1,106.14,Poland
378,2024-01-31,1,33.97,France
633,2024-03-26,1,7.56,France
637,2024-02-06,3,20.62,France
682,2024-02-16,5,80.8,USA
584,2024-03-18,1,117.45,Poland
152,2024-02-16,1,17.82,USA
720,2024-03-09,4,58.12,Poland
49,2024-02-27,5,25.77,Poland
154,2024-02-05,5,90.68,Poland
859,2024-02-01,4,18.58,France
293,2024-03-04,5,32.58,France
580,2024-03-11,2,27.59,France
50,2024-02-11,3,68.54,USA
664,2024-02-17,4,105.42,Germany
531,2024-03-14,1,63.78,Poland
612,2024-03-21,5,11.7,USA
60,2024-01-30,2,69.79,France
167,2024-01-21,2,96.71,France
202,2024-02-29,3,20.2,Germany
857,2024-01-13,2,13.36,France
146,2024-01-01,5,26.6,Poland
915,2024-03-05,5,90.8,UK
676,2024-02-02,2,73.04,France
970,2024-02-07,5,67.17,Germany
993,2024-01-25,5,33.69,UK
439,2024-01-26,1,43.21,Poland
242,2024-03-17,4,116.08,Poland
581,2024-02-28,5,32.67,Poland
687,2024-02-02,5,108.69,Germany
561,2024-02-10,3,71.76,UK
483,2024-01-30,4,19.18,Poland
108,2024-02-26,4,58.74,France
226,2024-02-18,4,114.08,UK
673,2024-02-17,2,53.14,Poland
631,2024-03-12,1,104.29,UK
661,2024-02-18,1,34.49,France
977,2024-02-16,3,70.66,USA
662,2024-02-25,4,102.04,Poland
432,2024-03-05,4,110.88,France
